alpha,xi,sigma,beta,primal_lr,dual_lr,lambda_max,dual_momentum,reset_lambda_per_outer,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,lower_scale,method,status,error
0.001,0.0001,0.001,0.001,0.001,0.003,100.0,0.0,False,1,0.5321155786514282,0.0,0.004280089866369963,0.0,0.527835488319397,0.0,1.667599081993103,0.0,2.1997146606445312,0.0,0.5321155786514282,0.0,0.004280089866369963,0.0,0.527835488319397,0.0,1.667599081993103,0.0,2.1997146606445312,0.0,0.5321155786514282,0.0,0.004280089866369963,0.0,0.3714917302131653,0.0,1.667599081993103,0.0,381.54761151224375,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.001,0.001,0.003,100.0,0.0,False,1,0.532118558883667,0.0,0.004279767163097858,0.0,0.5278387665748596,0.0,1.6675817966461182,0.0,2.199700355529785,0.0,0.532118558883667,0.0,0.004279767163097858,0.0,0.5278387665748596,0.0,1.6675817966461182,0.0,2.199700355529785,0.0,0.532118558883667,0.0,0.004279767163097858,0.0,0.3714917302131653,0.0,1.6675817966461182,0.0,328.91778705408797,0.0,1.0,PD,ok,
0.001,0.0001,0.001,0.0001,0.001,0.003,100.0,0.0,False,1,0.5321725606918335,0.0,0.004278362262994051,0.0,0.5278941988945007,0.0,1.6675975322723389,0.0,2.1997700929641724,0.0,0.5321725606918335,0.0,0.004278362262994051,0.0,0.5278941988945007,0.0,1.6675975322723389,0.0,2.1997700929641724,0.0,0.5321725606918335,0.0,0.004278362262994051,0.0,0.3714917302131653,0.0,1.6675975322723389,0.0,381.4657739261165,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.0001,0.001,0.003,100.0,0.0,False,1,0.5321754813194275,0.0,0.004278041888028383,0.0,0.5278974175453186,0.0,1.6675803661346436,0.0,2.199755847454071,0.0,0.5321754813194275,0.0,0.004278041888028383,0.0,0.5278974175453186,0.0,1.6675803661346436,0.0,2.199755847454071,0.0,0.5321754813194275,0.0,0.004278041888028383,0.0,0.3714917302131653,0.0,1.6675803661346436,0.0,323.847349524498,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.01,0.001,0.01,100.0,0.0,False,1,0.5947092175483704,0.0,0.0024454318918287754,0.0,0.5922637581825256,0.0,1.690754771232605,0.0,2.2854639887809753,0.0,0.5947092175483704,0.0,0.0024454318918287754,0.0,0.5922637581825256,0.0,1.690754771232605,0.0,2.2854639887809753,0.0,0.5947092175483704,0.0,0.0024454318918287754,0.0,0.3714917302131653,0.0,1.690754771232605,0.0,326.7501177000813,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.01,0.001,0.01,100.0,0.0,False,1,0.5947125554084778,0.0,0.0024453098885715008,0.0,0.5922672748565674,0.0,1.6907285451889038,0.0,2.2854411005973816,0.0,0.5947125554084778,0.0,0.0024453098885715008,0.0,0.5922672748565674,0.0,1.6907285451889038,0.0,2.2854411005973816,0.0,0.5947125554084778,0.0,0.0024453098885715008,0.0,0.3714917302131653,0.0,1.6907285451889038,0.0,175.63156763045117,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.001,0.001,0.01,100.0,0.0,False,1,0.5958638787269592,0.0,0.0024174125865101814,0.0,0.5934464931488037,0.0,1.6909098625183105,0.0,2.2867737412452698,0.0,0.5958638787269592,0.0,0.0024174125865101814,0.0,0.5934464931488037,0.0,1.6909098625183105,0.0,2.2867737412452698,0.0,0.5958638787269592,0.0,0.0024174125865101814,0.0,0.3714917302131653,0.0,1.6909098625183105,0.0,325.59909414872527,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.001,0.001,0.01,100.0,0.0,False,1,0.5958674550056458,0.0,0.0024173096753656864,0.0,0.593450129032135,0.0,1.6908835172653198,0.0,2.2867509722709656,0.0,0.5958674550056458,0.0,0.0024173096753656864,0.0,0.593450129032135,0.0,1.6908835172653198,0.0,2.2867509722709656,0.0,0.5958674550056458,0.0,0.0024173096753656864,0.0,0.3714917302131653,0.0,1.6908835172653198,0.0,326.98506551701576,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.0001,0.001,0.01,100.0,0.0,False,1,0.5959787964820862,0.0,0.00241464888677001,0.0,0.5935641527175903,0.0,1.6909255981445312,0.0,2.2869043946266174,0.0,0.5959787964820862,0.0,0.00241464888677001,0.0,0.5935641527175903,0.0,1.6909255981445312,0.0,2.2869043946266174,0.0,0.5959787964820862,0.0,0.00241464888677001,0.0,0.3714917302131653,0.0,1.6909255981445312,0.0,333.92296027205884,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.0001,0.001,0.01,100.0,0.0,False,1,0.5959824323654175,0.0,0.002414546674117446,0.0,0.5935679078102112,0.0,1.690899133682251,0.0,2.2868815660476685,0.0,0.5959824323654175,0.0,0.002414546674117446,0.0,0.5935679078102112,0.0,1.690899133682251,0.0,2.2868815660476685,0.0,0.5959824323654175,0.0,0.002414546674117446,0.0,0.3714917302131653,0.0,1.690899133682251,0.0,323.6206164136529,0.0,1.0,PD,ok,
