alpha,xi,sigma,beta,gamma0,threshold_scale,constraint_step_interval,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,lower_scale,lower_divide_by_n,method,status,error
0.001,0.0001,0.1,0.1,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,733.9477593898773,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,733.9477593898773,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,37.94507771730423,0.0,1.0,False,SG,ok,
0.001,0.0001,0.1,0.01,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,733.9477593898773,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,733.9477593898773,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,37.928937781602144,0.0,1.0,False,SG,ok,
0.001,0.0001,0.1,0.001,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,733.9477593898773,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,733.9477593898773,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8684692382812,0.0,38.291121781338006,0.0,1.0,False,SG,ok,
0.001,0.001,0.001,0.001,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,730.0839087963104,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,730.0839087963104,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,38.16533044120297,0.0,1.0,False,SG,ok,
0.001,0.001,0.001,0.1,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,730.0839087963104,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,730.0839087963104,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,38.10287378402427,0.0,1.0,False,SG,ok,
0.001,0.001,0.001,0.01,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,730.0839087963104,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,730.0839087963104,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,729.0050048828125,0.0,38.18321772571653,0.0,1.0,False,SG,ok,
0.001,0.001,0.01,0.001,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.355224609375,0.0,730.434163570404,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.355224609375,0.0,730.434163570404,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.355224609375,0.0,38.11210734397173,0.0,1.0,False,SG,ok,
0.001,0.001,0.01,0.01,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.355224609375,0.0,730.434163570404,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.355224609375,0.0,730.434163570404,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.355224609375,0.0,38.19596571289003,0.0,1.0,False,SG,ok,
0.001,0.001,0.01,0.1,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.355224609375,0.0,730.434163570404,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.355224609375,0.0,730.434163570404,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.355224609375,0.0,38.173673912882805,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.001,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,733.9469048976898,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,733.9469048976898,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,38.25950046395883,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.1,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,733.9469048976898,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,733.9469048976898,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,38.075320051051676,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.01,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,733.9469048976898,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,733.9469048976898,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8676147460938,0.0,38.15145203890279,0.0,1.0,False,SG,ok,
0.001,0.01,0.001,0.001,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,730.0748755931854,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,730.0748755931854,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,37.86211380921304,0.0,1.0,False,SG,ok,
0.001,0.01,0.001,0.01,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,730.0748755931854,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,730.0748755931854,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,37.969127610791475,0.0,1.0,False,SG,ok,
0.001,0.01,0.01,0.001,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.34619140625,0.0,730.425130367279,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.34619140625,0.0,730.425130367279,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.34619140625,0.0,37.94472137466073,0.0,1.0,False,SG,ok,
0.001,0.01,0.001,0.1,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,730.0748755931854,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,730.0748755931854,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,728.9959716796875,0.0,38.130349623039365,0.0,1.0,False,SG,ok,
0.001,0.01,0.01,0.1,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.34619140625,0.0,730.425130367279,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.34619140625,0.0,730.425130367279,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.34619140625,0.0,37.863795125391334,0.0,1.0,False,SG,ok,
0.001,0.01,0.01,0.01,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.34619140625,0.0,730.425130367279,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.34619140625,0.0,730.425130367279,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.34619140625,0.0,38.090969908982515,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.001,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,733.9378716945648,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,733.9378716945648,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,37.945731323212385,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.01,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,733.9378716945648,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,733.9378716945648,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,37.90252676140517,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.1,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,733.9378716945648,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,733.9378716945648,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.8585815429688,0.0,38.11434040777385,0.0,1.0,False,SG,ok,
0.001,0.1,0.001,0.001,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.906005859375,0.0,729.9849097728729,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.906005859375,0.0,729.9849097728729,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,728.906005859375,0.0,38.067997915670276,0.0,1.0,False,SG,ok,
0.001,0.1,0.001,0.01,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.906005859375,0.0,729.9849097728729,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.906005859375,0.0,729.9849097728729,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,728.906005859375,0.0,38.08126287674531,0.0,1.0,False,SG,ok,
0.001,0.1,0.001,0.1,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.906005859375,0.0,729.9849097728729,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,728.906005859375,0.0,729.9849097728729,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,728.906005859375,0.0,38.11234442004934,0.0,1.0,False,SG,ok,
0.001,0.1,0.01,0.001,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,730.3351645469666,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,730.3351645469666,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,38.13017538655549,0.0,1.0,False,SG,ok,
0.001,0.1,0.01,0.1,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,730.3351645469666,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,730.3351645469666,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,37.98764068260789,0.0,1.0,False,SG,ok,
0.001,0.1,0.01,0.01,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,730.3351645469666,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,730.3351645469666,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.2562255859375,0.0,38.2126595294103,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.001,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,733.8479058742523,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,733.8479058742523,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,38.02869216958061,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.01,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,733.8479058742523,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,733.8479058742523,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,37.940304772462696,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.1,1.0,1.0,0,1,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,733.8479058742523,0.0,1.0792901515960693,0.0,1.00600004196167,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,733.8479058742523,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07329011708498001,0.0,732.7686157226562,0.0,37.84505298035219,0.0,1.0,False,SG,ok,
